Name,HighestDegree,Division,DivisionAddress,PersonalAddress,Email,PhoneNumber,Department,JobTitle,JobDescription,Salary,Birthdate,SocialSecurity
EThan FLEmING!,GED,Central Division,"202 MaIn st, ColuMbUS, oh 43085","202 taRA Run
aLbeRtFOrt, Ia 94087^",eThAn_FlEMing%KLB.CoM,698.212.1049x955,Operations,OpeRaTioNs ASsociate LeVel 4,"peRforms prODUCTion AND opErATionaL TASks wITHIN tHe CENTRal dIvisION, ensURIng QuAlity anD EfficieNCy In pROCEssES.",38226.99,1982.12.27,
DAniEL DAviD!,CTE,,"789 easT blVD, AlBANY, NY 12201$","1511 WaLKeR NecK SUIte 573
EaSt MOrGaN, TN 16419@",DANieL_DAvID#klb.com,001-913-443-7757x16578,Operations,,"PerFormS PROductioN ANd opERAtIoNAL Tasks witHIN ThE EAST diVisIon, ENSURiNG QuaLItY aND EFfICiencY In ProCEssEs.",36020.03,8-12-1981,225-82-6080
kaRinA RyaN!,MA,West Division,"101 wEsT dR, SACrAmeNtO, CA 94203#","2316 MaXwELl CUrVe
PoRt aARonBUry, tN 72492",kArina_RYaN@kLb..cOM,(467)381-2717x78953,Operations,OpERaTIoNs maNAgER leVEl 2#,"LeADs teAms TO ImPROvE pErFoRMANce, mANAGEs opErAtIonal cOsTs, aNd IMPLEmENtS ProCEss OpTIMiZaTIoNs AS opERATIonS MANagEr lEvEl 2.%",108327.44,05.23.1970,195-79-149
ERin baRrETT,BA,East Division,"789 EaSt blvd, alBAny, NY 12201%","9655 garY vieW
hObBsBoROugH, DE 05538#",erin_BArrett@Klb..cOM,,Operations,opERatIonS leaD lEvEL 4$,"ENsUrEs smOoTh dAILy opERATiOnS, mANagES RESOUrcE ALLoCATion, AnD resOLveS WoRkFLOw cHALLengEs AS opeRatiONs leAd leVEl 4.^",99245.76,1984.03.06,344 98 0169$
RonAlD yang,MA,North Division,"123 NorTh sT, sPRINgFiElD, Il 62701%","4165 larsEN sPur suitE 995
port sPENCERviEw, fm 23715$",RoNALd_yANG@kLB.coM,222.697.9773x100,HR,Hr manAger lEVEl 1#,"prOvIDEs stRategIc wOrkFOrCE planNinG, Manages Employee PERFormAnce, aNd oVerseeS Hr pOLiciES As HR mAnAGer leVEL 1.#",,1967.6.6,325 23 651
kiM aRnoLD,HS,North Division,,"7112 TIMotHy InLET
dOnMOutH, fM 78836$",kIM_arnold#KLb..Com,352.840.1322x34232,Administrative,sEcretArY LeVEl 6!,"ProvIdEs ADmINisTRAtIve SuPport wItHin the NORth dIvision, aSsIsTING WitH scHEduliNG, dOCUMEntaTion, AnD CoMMUNIcatiON TasKs.!",50585.93,1971/7/2,080/03/79355*
erIc FRYE,GED,East Division,,"8048 MIChAEl CLUB
soUtH RObertoBUry, Ar 74947",ErIC_fryE!klB.cOm,+1-401-793-3381x8058,Operations,oPERATiONs assoCIATE LEVel 6,"pErforms producTIOn anD oPeRAtIONaL TaSKS WitHIN THE EAst DIviSIoN, ensuRiNg qualiTY ANd efFICiEnCy iN pROCESses.#",34570.44,9.1995.1,667-69-151
rICky bradY^,PhD,East Division,"789 East BLVd, aLbaNY, ny 12201","18619 jiLl pOrt apt. 742
eAST aMberBOROugH, Va 91561",,511-711-8316x511,Engineering,EngInEEr LEVeL 1,,114858.17,1983/04/13,376/12/3649
CHeLSea MOreno#,MS,,"101 wESt dr, SacRAmEnTO, cA 94203&","717 REEd lIghTS
chelSEaBorOUgH, ky 57379",CHelSeA_MOReNO@KlB.Com,001-547-656-5566,Operations,OperAtIoNs leAd LEVEL 1,"eNSuReS smOoth dAILY OpERatIoNs, manageS rESOURce AlLoCATION, And rEsolves worKflow cHaLlenges AS OPeRAtiOns Lead lEvel 1.",82842.48,1992.02.11,393 10 4158@
DarlEne sIlvA%,MS,,"202 mAin sT, coluMbuS, Oh 43085%","466 gouLd DAm
POrT wilLiaM, iN 80313",DaRleNE_sILvA@klB..cOM,(875)359-4212,Engineering,Engineer lEVeL 2^,"woRkS On tEchNICAL prOjeCts, eNsures COmPLIANce witH Safety StAnDArds, aNd PROviDEs eNGINeErING sOLUtiONS As ENgINEeR lEVEl 2.",100544.95,06/1989/03,
LaURa AgUIrre,BS,East Division,"789 EASt bLvd, aLbanY, ny 12201",,LaUra_aGuirre@klb.cOM,822.275.3262x61205,Operations,opERatIOnS aSsoCiaTE levEL 1,"perfOrms ProdUcTiOn And OpERAtioNAl tAsKs WithIn The eaSt divIsiOn, EnSuRIng QUaliTY and EFfIcIENCY IN proCEsSES.",33991.75,27/1999/2,408-39-75971@
JeRRY mArshalL@,BS,,,,jErrY_MArshaLL@KLb.COm,772.700.4516,Operations,opEraTIONS assoCiaTe leVEl 2#,"peRFormS PrODuCtiON aND OpERationAL Tasks WIThiN tHe soUTH dIvIsIon, EnSuRING quAlitY AnD eFfIcIeNCY In ProCesSEs.",36579.93,1973/4/4,336-09-76811@
CodY HILL*,AB,West Division,"101 wEST Dr, sACRaMENto, cA 94203$","4705 dAniEL MAnoR
sOUtH jEnnIfer, cO 66331",CoDy_HILL@KLB.com,001-681-302-3747x88602,Operations,OpeRaTiONs assocIATe LEvEl 5,"PeRForMs PRoDucTiON And opeRationAl taSKS WIthIN the WEST DiViSiOn, EnSURiNg QuaLITy AND effICIencY IN pROcessES.#",,1995-8-19,416-79-85782
lISA mCcONNeLL!,,South Division,"456 soUTh AvE, AuStIN, Tx 73301#",,LIsA_mCCoNneLl@klb.cOM,001-315-850-9023x07504,Operations,opeRAtIONs AssoCiATE lEvel 8,"PeRfORms PrODuctIon And OperaTionAl TAsKS WithiN THe SOuTh diviSioN, EnsURiNG QuaLiTY ANd EFFICiENCy iN pRoCESSeS.%",41601.53,,152-55-0842%
SHane SAVAGE%,AB,North Division,"123 North St, sPRinGfIELd, il 62701@","0882 micHELlE PiNEs aPT. 730
wEST vAnESSAcHEstER, oH 25222",shaNE_SAvAge@KlB.Com,292.259.4976x873,HR,hr SpEcialiST 1&,"MAnAGEs reCruitmENT aND OnbOARDinG, sUpPoRtS EMpLOYEe RElATioNs, anD mAINtAINs CompLiance with LabOR LAWs as SpeCIAliSt 1.",31881.62,4-1999-19,194/83/70542
mOniCA wAlteR,AB,Central Division,"202 maIN ST, COlumBUS, OH 43085!","688 coNLEy roW suIte 341
NEW ALAN, wY 91495#",moniCa_walTEr@KLb..COm,(493)642-6747,Operations,OpeRATIonS asSOcIaTe LeVeL 6&,"PerforMS proDucTiOn anD opERATIOnAl TaskS wIThIN tHe cEnTrAL DiVISioN, EnSURINg qUALity and EFfiCieNCy IN PROcEsses.*",37733.48,,389 02 90805
caroL HIll$,HS,South Division,"456 sOuTh aVE, AUsTiN, tx 73301&","UnIt 4090 boX 3678
dpO AP 10329!",cAROL_hiLL@kLB.Com,,,sEcrETArY lEvel 2$,"provIdEs aDmInIsTraTIVe suPporT wiTHIN the SOuth DiVISiOn, AssIsTing WiTh ScheDuling, dOCUmENtATiOn, AND ComMUNICaTiOn TAsKS.%",43427.42,,164 74 35694
aARoN weBer,BS,,"202 maIn ST, colUMbUs, OH 43085%","751 BRYAn CorNeRs
MeliNDAbErg, RI 82367",AARon_weBeR@KlB..CoM,001-464-713-4031,Operations,opEraTiOnS aSsOciaTe leVeL 2,"pErformS PrOduCTiON And OpEraTiOnAl tASkS withiN THE CeNTral DIvISioN, ENsuRiNG quALIty AND eFFiciENCY in ProcEsSes.",31526.41,26-1995-10,
JeSse ROberTsON$,BA,North Division,"123 noRth St, sPriNGFieLd, Il 62701#","118 DAvId forD Apt. 928
clarkTowN, tx 55411",jeSse_roBErTSoN@KlB.coM,689.660.8405x33362,Operations,,"eNSUres SMooTh DAily oPERatIOns, ManagES RESOurce aLlOcatiON, aND ResolVES workFLOw challenges as operATIons LeAD LEvel 3.",84106.15,1977-10-24,275-50-57033
ChrIsTOphEr COrtez,HS,Central Division,"202 main sT, cOLuMBuS, Oh 43085#","8431 heatHER DIvide
NORtH naNCy, HI 03462",CHrIstOpheR_COrTez!Klb..cOM,001-778-904-1102x76559,Operations,OpeRAtIonS assoCIaTe levEL 4,"PeRforms ProDUCTiOn AnD operAtiONal tAsks witHIN tHE CENtRaL dIVISioN, eNSuRING QuAliTY anD efFIcIeNCy iN PROceSseS.",32466.35,1981-11-9,176/56/49438
jacQuElINe baRneS,HS,West Division,"101 wesT Dr, SaCraMENTo, Ca 94203*","73367 OWENs mouNtAiNs sUite 225
JEfFReYBurY, pR 47065",,474.353.9768x648,Operations,operAtionS asSoCIaTe LEvel 1^,"pERfOrmS ProducTION anD OPErATioNAL tAskS within THE wesT dIvISIOn, EnSURiNg qUALItY anD EfFicieNcY iN pRoCEsSeS.&",32253.49,02/23/1973,605 89 1121!
riChARd BARREtt&,GED,South Division,"456 SoUTh aVe, AUStIn, TX 73301","22949 huff CoURT
lAKE ChARLes, pA 71602",rICharD_BArRetT@Klb..cOm,001-548-247-0717,,OPEratIons assOciATE lEveL 7!,"pERFORMs pRoducTIOn AnD OperATIoNAl taSKs wiTHiN the souTh dIvisIoN, enSuRiNg qualIty AnD EffIcIency iN PrOCESSES.^",33415.57,1981.05.03,
alleN cAstiLlo&,,,"101 weST dr, saCRameNTO, cA 94203@","32569 mEAGan mOUNTaiNs SuitE 074
Port jesSICaSide, dC 75988",aLLen_cAstiLLO%KLb.COM,+1-412-689-3413x8323,,Hr manageR leVEL 2%,,97340.77,1985-2-3,544-98-88646
StEpHeN poRTEr*,AB,West Division,,"7406 jOhNsON ROAds
gOuLDton, OH 83259%",stePhEn_pORTer@KlB.Com,930.905.2306,HR,Hr sPEcialIst 2,"MANAges RECruiTmEnt And OnbOARDing, SuPportS emPLOyEe relaTIONS, And MaIntaINs comPlIAnCe WiTh LABOr laWs AS SpECiaLiSt 2.",34210.58,06/1987/15,629 39 997
KIM GarCIa,CTE,West Division,,"unit 5636 boX 6610
DpO ae 15507$",KiM_GArciA@kLB.com,(446)279-1613,Operations,OPeRaTIOns aSsoCIate LevEl 8,"performs ProduCtion and oPeRaTiOnAL tASks wItHin tHE weSt DiviSiON, EnSUrING QUALITy anD eFfIcIENCY IN PrOCeSseS.$",33836.18,1983.08.24,818/55/346
mRs. rachAel lOVE,BS,West Division,"101 WEST DR, SACRAMENTo, Ca 94203$","18652 PerEZ MouNt
TONyacHESter, ca 04256%",MRs._rAchael_lOVe@klB.CoM,,,OPeRATIoNS ASSOCiatE LEveL 4!,"PErFoRmS PrOducTioN anD operATiOnal tasks WIthIN thE wesT DIvISIon, eNsUrIng QualItY and EfFicIEnCY In pROCESsEs.@",34729.82,13-1975-11,433 67 89117
MadELINe salAS,HS,North Division,"123 NORTH sT, SprINgFIElD, Il 62701&","66382 THOMaS keYS
anitasidE, MD 15865",madEline_salas@klb.com,,Operations,opErAtIoNS AsSOciAte leVeL 1,,26617.58,1996.07.11,863-58-80833
jaSoN FLEmING,AB,West Division,"101 wesT dr, sAcRaMEnto, ca 94203@",,JASON_fLeMIng@klb.COM,459-454-5151x5675,HR,HR SpECiaLISt 5%,"mANAgES REcruiTmeNT AND oNBOARDInG, suPpoRts EMPloYEe rElAtiONs, ANd mAiNtains cOmpLiaNCe wITh laBOr lAwS As SPECiaLIst 5.&",40500.7,1-1986-14,556 82 89245
Larry hENdRicKs,GED,South Division,"456 sOuth ave, aUSTin, Tx 73301%","491 hanEY kNollS suiTE 914
DANIelhAven, mp 50217%",Larry_HendRiCks@Klb.COm,7522573499,Operations,,"pErForms pRODUctIon anD operAtiONAl TASkS wiThIn THe SoUtH dIViSiOn, EnSUrInG QualIty aNd EfFIciENcY in pRocEsseS.!",31765.39,07.1983.27,042 67 33916%
tHOmas ORTIZ$,HS,South Division,"456 SoUth Ave, AustiN, Tx 73301^","USns PErkins
FPo AA 32913",ThoMas_orTIz@klb.cOm,001-217-286-8088x88239,Operations,OPeRatiONs assOcIate lEvEL 7#,"PErFormS prODUctIOn aNd operATioNaL TASkS WIThin the south DIviSIoN, ensuRiNg qUaliTy AnD EFFicIEncY iN pRocessEs.^",39393.67,16-12-1992,150/21/38499
mr. jonAThaN neLson!,,South Division,"456 soUTH Ave, austin, tX 73301%","1762 pATricK VieWS aPT. 908
fLoReSBURgh, mE 88844@",MR.._jonatHAN_nelsoN#KLB..CoM,001-900-382-0672,Engineering,engInEEr leVEl 3@,"Works On TeCHNIcal prOjEcts, eNsURes comPLiANce WITh SAFety STAnDarDs, AnD PRovIdEs EnginEErinG SoLUtiOnS as eNgIneeR LEVel 3.&",,1988/05/28,068 67 17438#
hAlEy MCDANIeL,GED,Central Division,"202 maIn st, COluMBuS, Oh 43085","uSNs oLiVeR
fpo aE 38175^",halEY_mcDanieL@KLB.COM,852-986-2272,Operations,opeRaTiOnS ASsOCIATe LEvEl 7&,"pERFoRMS PRODUcTIOn ANd oPEraTIonaL TASKs WiTHiN The CeNTrAL DIVIsion, EnSURiNG QuAlIty and EfFicIencY in PROcEsSes.*",,1997/8/30,025 79 2509@
CAtheriNE WOOds,CTE,South Division,"456 soUTH Ave, AUsTIn, TX 73301$","979 cHAd kEY ApT. 657
daWNMOUTh, NY 53503",caTHERIne_wOoDs!Klb.cOM,458.573.2574x43387,Operations,oPERatiOnS aSSOCIATe lEvEL 2,"pErFOrmS ProducTiOn anD OPERAtiONaL tAskS wIThIn tHE SOUTh DIViSion, eNsUrInG quaLity aND effiCIeNCy in procEsSeS.@",31783.2,1986.1.15,
keNNEtH dennIS,GED,West Division,"101 weST DR, SaCRamENTO, Ca 94203^","14236 JEffREY miLL Apt. 461
NOrtH jOhnCHeSter, PR 38786",kEnnEtH_DeNNiS@kLb.coM,+1-654-362-9860x44291,Operations,oPERATIoNs aSsociATe LEVel 3,"PErFOrmS PRoductiOn ANd oPEratiOnal TAskS WiTHiN THE wEsT DIVISiOn, EnsURiNg QUaliTy anD EffiCienCY iN ProCeSSES.%",34779.29,1974.4.6,058 67 31667*
deNiSe lee,AB,North Division,"123 NOrTh sT, SprIngFIeld, Il 62701%","pSc 7560, Box 7302
APo AE 92991",dENiSe_LEE@klB.COm,001-673-473-3970x101,Operations,OPeRaTIONS aSsOCIaTE leVEl 1#,"PerfORmS pRoDUCTIOn anD OpeRATIoNaL TAsKS wiTHIN the NOrth diVISIon, EnsuRinG qualiTy ANd efFicIENcY iN PRoCEssEs.$",26091.41,01/20/1997,161/10/90389
tARA VeLASQuEZ^,HS,Central Division,"202 MAIn st, colUMbUS, OH 43085*",,,950.449.9887x8298,Administrative,,"PRoviDeS ADmInIsTRaTIvE SUpPORt witHIn tHE CENtrAL diVisiON, assiSTIng WITH scHeDULing, DocumentATion, AnD coMmunICATiOn tAsKs.",50698.34,1995/9/30,370-39-45206*
kRiSTa buchAnan,HS,East Division,,,krISTa_buChAnaN#Klb..Com,677.330.8711,Operations,oPERATIOns associAtE leVEL 1,"PerFoRMS prOductIon ANd oPerAtioNaL TaSkS WiTHin ThE eaST DiVision, EnsURinG quaLiTY aND effiCiency in proCESseS.",26708.59,05/01/1981,369 84 387&
DeNnIS WIlLiS,GED,East Division,"789 EasT Blvd, aLBANy, Ny 12201!","9925 williAmS gAteWAy SuiTe 514
NOrth AmAnda, mN 83248",dEnNis_WIlliS!KLb.com,001-867-639-8526,Operations,,"pERForms pRODUCTIOn anD OPerAtIONaL Tasks WItHin thE EASt divISION, eNSUriNG QUAlity and EFFICiencY In PrOcESses.",39967.39,,818-12-42454
bARBAra riDDlE#,BS,Central Division,"202 MAIn st, ColuMbus, oh 43085#",,BarBAra_RIDdLe@KLB..COM,,Operations,OPEraTiOnS ASsocIatE lEVel 4*,"perfOrms PrODUctIOn aND OpeRatIONAl TaSks wiThiN THE CentRAl DIVisioN, eNSURInG QUAlItY AND eFfIcIeNcy iN PrOcEssEs.",,1969/11/14,
trACY besT,CTE,West Division,"101 weST DR, SacRAmENTO, CA 94203^","602 WATSOn lAkes
rEBecCAsHIre, nV 27460",Tracy_BESt#KLb.com,(776)299-1938x281,Operations,oPERAtiOnS aSsOCIaTE LEveL 5!,"perFoRMs ProDuctioN AnD OperATIoNAL tasKs WItHIN THe WesT DIViSion, ENsUring qUaLitY aNd eFfIcIEnCy In PrOCesSES.",33743.09,24.3.1987,474/25/72555@
JOsEPh GArZa,CTE,Central Division,"202 mAin ST, cOLUMbUs, oh 43085","5927 castIllo clUb
richaRDBUrGH, lA 97752",josEpH_GARZA@KlB.coM,001-500-267-0118x6447,Operations,OPErAtioNS ASSoCiaTe lEveL 1,"pERFoRms pROducTiOn ANd OPerATionAl TAsks wItHIn tHe CEnTrAl DIVISiOn, eNsurING QuaLItY anD eFFicIency IN pROcEssES.^",35505.51,1999/07/25,
JERRy FletChEr%,GED,West Division,"101 west dr, sAcRAmENTO, ca 94203","822 edWarDs PaRks
neW nEILSHirE, WA 90190!",jeRry_FlEtChEr@kLB.cOM,,Operations,,,38115.86,1980/4/17,004/05/04950%
jeFferY SulLiVan,CTE,North Division,"123 nOrth ST, springfIElD, iL 62701","99073 corTeZ extensIon ApT. 764
East ricARDoporT, sC 88035",,,Operations,OpERatIonS asSociATe lEVeL 4&,"PerfORms PRoductIOn ANd OperatiONAL TAsKS within thE nORTh diVIsIOn, enSuring QUaLity AND EfFIcIENCY in pROCEsseS.",,23/09/1973,655 35 935&
cArLOS AlvARADo,HS,West Division,"101 wEst dR, SaCraMEntO, ca 94203","0476 AndERSON juNctionS Apt. 394
North sARA, az 93422@",caRloS_ALvaRado@klb..cOm,+1-866-874-9684x5285,Operations,oPEraTiONs ASSOCIAtE LEveL 4,"PERformS ProdUCtIoN aNd opeRaTIonaL tasks WiTHiN THe WEST DIvisiOn, ensuRInG QUaLity aNd efFiCIeNcY In pROcEsSES.",37498.1,03-1981-04,
jENnifeR bartleTt$,HS,South Division,"456 sOuTH AVe, aUSTiN, TX 73301","3644 rAmSey ShORe
muLLinsVIew, ME 18544",jENNiFeR_BArTlEtt@KlB.COm,+1-511-406-7099x0530,Operations,OpErATIons ASSoCiAte LeVEl 2,"PErFORms PROdUcTiON aND OpERaTioNAl TAsks wIThIn thE sOUTH DiVisIon, ensURinG qUAliTy and eFFiCieNCY iN Processes.&",32779.87,1996-15-10,794/81/1469
GABriEl welLs,GED,West Division,"101 wEsT Dr, SaCRAMeNTO, ca 94203%","usnV barnEtt
Fpo Aa 79127^",gAbrieL_WElls#klB..COm,,,opeRaTIoNS aSsOcIatE lEVeL 1,"pERforms PRODuCTIOn aNd oPeRAtiOnAl TAsKS wIThiN tHE wEsT dIVIsioN, ENSuRiNg quALIty and EfFIciency In procesSEs.#",34405.08,1986.20.10,852 32 204
RoSe SpEnCER&,GED,Central Division,,"3525 cOry RoaDS
HarTMouth, wY 33987*",RosE_sPENceR@KLB.CoM,(701)598-2000x6307,,OpeRAtIONs associATE LEVeL 2%,"perforMS proDucTiOn and OPEratIOnAl tAskS wItHIN tHE cENTral DIVIsion, ENSuRing qUaLiTy AND EFfiCIEncY in PRoCeSSES.&",27750.42,06-1992-12,
DaNIELLE CRaNe*,HS,West Division,"101 west dR, SAcRameNtO, ca 94203","UNiT 9982 BoX 4266
Dpo AP 19116",DANiEllE_crANe%KLB.CoM,677-858-0158,Administrative,SEcReTaRy LevEl 3*,,41579.63,1993-1-2,562-63-99090*
DARrEll GREEr,AB,East Division,"789 eAST blvD, AlbaNy, ny 12201$","019 KriSTEN VISta
BarrEttfurT, UT 43047#",daRRELL_GREeR@klb..cOM,481-897-5993x8516,Operations,operAtions ASSOCIaTE LeVeL 3!,"PerFORmS pRODuctIOn ANd operATIoNAL TaSKS wiThIN the easT DIVisiON, EnsURiNG quAlITY And EffiCIENCY In PrOcEsses.^",31386.32,25-08-1976,844 43 17358
HaNnAh WeSt,CTE,Central Division,"202 MaIN sT, columbUS, oH 43085","UsNS DIxON
FPo ae 82235*",hANNAh_WesT@Klb.Com,452.573.2655,Operations,oPeRatioNs aSsoCIate LeVeL 8,"PerFoRmS PRODuCtIOn AnD OPeraTIONAL TASKS WItHin the CenTRal divIsiOn, ENsUrINg QualitY ANd efFiCiENCY In PRocesses.%",36301.6,10.1982.26,200-54-36850
CHEryl heNSoN,CTE,Central Division,"202 MaiN sT, COlUMBus, oH 43085#","3529 poOlE drive Apt. 125
HuynhbUry, oR 42577",CHEryl_HENSoN!klB.coM,655.366.4271,Operations,opERatIOns ASSoCiatE Level 9$,,,1979.10.19,821 75 2613#
johN CRoSBY$,AB,North Division,"123 NOrTH ST, SprInGFieLD, il 62701^","355 GORdON mAnOrS
BRiAnSTaD, MI 59799",JoHN_CroSBy%Klb..COm,988.317.8847x9513,Administrative,SeCrEtArY LEvEl 6,"pROVIDES AdmiNiSTRATIVe suppORt wiTHin the nOrTH DivisION, asSIStInG wITH scHEDUlinG, docUMEntATIon, anD CoMMuNicatION tasKS.",51257.64,1969-5-9,401-23-47250
SeAn ELlIS*,HS,West Division,"101 WEst dR, SACrAmenTo, ca 94203",,,,Operations,OperatIONS asSociATe LEVel 8&,"PerFORMS PrOdUcTION anD OPeRAtIONAl tasks within tHe wESt diVISIoN, enSURIng quAlitY AnD EfFicIenCY IN PROceSSES.",37768.27,1993/02/02,749/51/41957
dR. AuStIN ShAw!,PhD,East Division,"789 east bLVD, ALbAny, nY 12201","501 CARmEN neCK SUItE 275
PoRT jAcOB, mt 62890*",dr._aUSTiN_ShaW@klb.COm,853-966-3110,Engineering,engIneER LevEl 1,"works oN TEChnICAl pROJeCTS, ensurES COmplIaNCE wITH saFetY StanDarDS, And PROViDeS ENgIneERING SOLUtions as ENgiNeeR leVel 1.%",113256.36,27/1981/8,656-78-1807&
ScotT BOYER@,,South Division,"456 soUth Ave, aUstin, Tx 73301$","68406 MarTIn KNOLlS
loPeZlanD, DC 14698$",sCOtt_bOyer@KlB.cOm,3728642725,Operations,oPERATIoNS ASsOCIAtE lEvEl 5,"PErforms prODUCTiOn and OpERATIONAl TaSKS WithIN The souTh DiVISIOn, ENSUring qUAlItY anD efFiCiEncy iN proCEssES.",31841.35,1971-7-3,790/88/97489
cHeRYL jAMES!,,East Division,"789 east BlvD, AlBanY, Ny 12201","6266 teResa sPurS
JACQuelIneStAD, Ak 92456",cherYL_jaMes%kLb.cOm,(846)703-3387x15451,Operations,opEratIONs AsSoCiaTE LEvEl 7,"PERFoRMs proDUCTIoN AnD opeRaTIOnaL TaSks withIN tHE eaST DIvision, eNSURInG QualIty And EFFicieNcy IN ProceSSes.&",38243.6,1971-3-4,
DAvId HArRISON,MBA,North Division,"123 nORTH sT, SPRInGFieLd, il 62701","41623 zaChAry TRAce
port tylercheSTEr, RI 26568#",DaviD_harriSoN!kLB..coM,3224267572,Operations,opeRAtIOns lEad LeVEl 5^,"ENSuReS sMooTH DaiLY OPERatIons, mANageS ReSoURcE alLoCATIOn, And resOLves WorkflOW CHALLEnges aS opErATIOns leAD LevEl 5.",100624.56,,014-25-75916
ryaN roSS%,AB,Central Division,"202 MAin ST, COlUMBUs, oh 43085#","247 NIcOle EXpRESswaY Apt. 561
EAST DaMONSHIrE, wi 93020$",RyAn_Ross%kLB.com,264.624.3692,Operations,OperATiONs ASsOciaTE LevEL 5,"PerForMS PROdUcTiON anD oPEraTIonaL TAskS WITHiN THe ceNTrAL divIsiON, ensUrINg qUalITY AnD eFFICIeNcY in proCeSseS.",,1992-6-20,404/32/95748
aLEJANdrO BoOkER!,GED,North Division,"123 noRTH st, spriNGFIeLd, IL 62701&",,aLejaNdrO_BOokEr!klB.Com,001-627-291-3253x325,Operations,OPeRaTiONS aSSoCIATE LEVeL 5,"pERfoRms prOduCtIoN aND OpeRatiONaL tasks WiThIN thE NOrTH diVision, enSURING QuaLIty AND efFiCienCY IN pROceSseS.*",32974.01,1989.7.29,777 11 692
ADriANA ThompSOn@,,East Division,"789 EaST bLVd, aLBAny, nY 12201","uNIT 4705 BoX 2194
dPO Aa 55183&",aDRIaNA_tHompsON@klb.Com,001-983-732-8211,Operations,OPErAtIoNs ASsoCIaTe lEVeL 8,"PERForms PRoDuctIOn and OpERATIonal taSks wiThiN ThE eAst DIVisION, EnsurINg qUALitY aND effICienCy IN proCesSes.*",34489.83,,298 77 0661^
AnThoNY lEvy$,HS,East Division,"789 eaSt BLvD, ALbANY, nY 12201*","03474 mItChELl rIdGEs ApT. 903
briANSHiRe, nV 32029",aNtHOny_LEVy#KLB..cOm,001-784-280-3216x21597,Operations,OPeRaTioNS asSOciATe lEVel 4,"PERforms PrODucTIOn And OperaTiOnAl TaSKS WiThin tHE easT diViSiON, ENsurinG quAlitY ANd EFFIcIENcy iN prOCesSEs.^",32164.9,1982/02/05,729/26/04780
JoSe MORgAN,,South Division,"456 SOUtH Ave, auStIN, Tx 73301!","630 joHn OVERPAss
HaILeyburGH, sd 98175^",JosE_morGAn#KLB.COM,,Administrative,seCREtaRy LEVel 2,"prOVideS ADMIniSTrATIVe supPOrT WITHIN the SOUtH dIViSion, ASSISTinG wIth ScHEdULInG, DOcumeNTaTion, and cOmmUniCaTion taskS.",36717.15,2002.11.21,587-62-4485
miCHElle macDONAlD&,MBA,Central Division,"202 mAiN st, CoLumbuS, oh 43085",,micHeLle_mACDoNALD@kLb.coM,(815)668-4715x5085,Operations,operATIOns LEAd lEVEL 1,"EnsURES SMOOtH daILy opeRATiONs, ManAGES rEsoUrCe alloCAtIon, ANd reSOlvEs worKFLoW ChAlLEngEs as opeRatiOns lEad leVeL 1.",100295.07,,587/90/188
mOniCA wOOd&,HS,Central Division,"202 mAiN sT, cOluMbUs, oh 43085&",,mOniCa_WOoD@KLb.COm,(500)928-2875x375,Operations,OPerAtIOnS aSSoCIatE lEvel 6,"pERforMs producTiOn ANd OpErATIonaL TaSKS WitHIn ThE cENTRaL dIvISIOn, ensuRiNg qualITY and EFFIcieNCY In pROCESSES.@",40245.16,1985-12-19,579-36-81853
MARy GrAY%,AB,South Division,"456 sOUTh aVe, AUstiN, TX 73301%","0480 amANda higHWaY Apt. 069
pOrT joHnstaD, MS 35506",maRY_gray@KLB..cOm,001-316-272-0906x9122,Operations,,"PErfOrMS produCtiON And OPErAtiOnAl TasKS Within ThE sOUtH dIViSioN, eNsuring QuALIty and EfFIcIEnCY iN PrOCesSEs.",32067.57,1983-24-05,678/19/7149
rAymOnd Wilson$,,North Division,"123 nORTH ST, SPrIngField, iL 62701","7571 DUnCAN hIGHwAY APt. 231
porT JeSSICA, hI 90463",RAyMOnD_wiLsoN!klb..CoM,(983)296-9957x1395,Operations,OPerAtionS aSsocIATe levEl 5,"peRfoRMS pRoDuCtioN anD OPerATIonal TAskS within the noRth divISioN, enSurINg QuAliTy And EFfIcIEnCY in pROCeSsES.&",,29-12-1971,109-55-896@
mikE HAHn,,South Division,"456 sOuth avE, AUstIN, TX 73301^","9760 WILLIaMS mISSiON
NEW mIChELLeBoRougH, wi 02324",miKE_hAHn%Klb.cOm,600-284-9525,Operations,oPeRAtIONs AssoCiATe LEVEl 2$,"PeRFoRMs prODuCTION aNd opeRaTIOnAL taSks WITHIn THE sOUTH DIvIsIOn, enSurinG qUaliTY ANd eFFIcIeNCy In procEsseS.",27574.63,27.1969.6,764/95/34624
sHAnnON CLaRk@,BS,East Division,"789 easT bLvD, aLbANy, Ny 12201","33470 engliSH harBors
WesT AShleY, ny 73210^",ShAnnOn_clArk%kLB.com,247.647.4926x7132,Operations,OPEraTIons ASsOCiaTe lEVel 1#,"pERForms pROdUcTiOn ANd oPERATIOnAl taskS wiThIn the EaSt DIviSION, ENsURInG QuaLITy AnD eFFIcienCY IN ProcessES.",,12/1976/28,860-47-78133&
